result_id,student_id,course_id,teacher_id,marks_obtained,total_marks,percentage,grade,status,semester,exam_type,remarks,created_at
R0000227,S001803,C00020,T00034,92.0,100.0,92.0,A+,Pass,4,Assignment,Average Performance,2026-08-08 12:42:34.520
R0000228,S000522,C00048,T00148,12.0,20.0,60.0,C,Pass,3,Assignment,Average Performance,2026-08-08 12:42:34.520
R0000229,S000529,C00093,T00224,30.0,50.0,60.0,C,Pass,3,Assignment,Average Performance,2026-08-08 12:42:34.520
R0000230,S000740,C00010,T00168,22.0,50.0,44.0,F,Fail,3,Final,Excellent,2026-08-08 12:42:34.520
R0000231,S000779,C00023,T00224,14.0,20.0,70.0,C+,Pass,8,Final,,2026-08-08 12:42:34.520
R0000232,S001437,C00126,T00007,17.0,20.0,85.0,A,Pass,6,Mid,Needs Improvement,2026-08-08 12:42:34.520
R0000233,S001156,C00135,T00280,89.0,100.0,89.0,A,Pass,1,Quiz,,2026-08-08 12:42:34.520
R0000234,S000726,C00110,T00249,48.0,100.0,48.0,F,Fail,3,Assignment,Excellent,2026-08-08 12:42:34.520
R0000235,S000520,C00118,T00235,8.0,30.0,26.67,F,Fail,8,Final,Average Performance,2026-08-08 12:42:34.520
R0000236,S001880,C00121,T00276,30.0,30.0,100.0,A+,Pass,8,Quiz,,2026-08-08 12:42:34.520
R0000237,S000446,C00027,T00286,8.0,20.0,40.0,F,Fail,2,Quiz,,2026-08-08 12:42:34.520
R0000238,S000942,C00028,T00230,21.0,30.0,70.0,C+,Pass,4,Mid,Average Performance,2026-08-08 12:42:34.520
R0000239,S000716,C00105,T00093,46.0,50.0,92.0,A+,Pass,8,Mid,Average Performance,2026-08-08 12:42:34.520
R0000240,S001784,C00134,T00062,29.0,30.0,96.67,A+,Pass,5,Assignment,Average Performance,2026-08-08 12:42:34.520
R0000241,S000240,C00122,T00216,90.0,100.0,90.0,A+,Pass,6,Quiz,,2026-08-08 12:42:34.520
R0000242,S000427,C00126,T00007,17.0,20.0,85.0,A,Pass,6,Assignment,Excellent,2026-08-08 12:42:34.521
R0000243,S000877,C00141,T00199,14.0,20.0,70.0,C+,Pass,2,Quiz,,2026-08-08 12:42:34.521
R0000244,S001621,C00045,T00172,33.0,100.0,33.0,F,Fail,2,Mid,,2026-08-08 12:42:34.521
R0000245,S000041,C00094,T00060,12.0,50.0,24.0,F,Fail,4,Final,Average Performance,2026-08-08 12:42:34.521
R0000246,S000265,C00016,T00158,59.0,100.0,59.0,D,Pass,1,Assignment,Average Performance,2026-08-08 12:42:34.521
R0000247,S001197,C00011,T00133,19.0,30.0,63.33,C,Pass,5,Assignment,,2026-08-08 12:42:34.521
R0000248,S000143,C00102,T00160,19.0,50.0,38.0,F,Fail,5,Final,Average Performance,2026-08-08 12:42:34.521
R0000249,S001111,C00113,T00220,7.0,30.0,23.33,F,Fail,1,Quiz,,2026-08-08 12:42:34.521
R0000250,S000942,C00057,T00236,11.0,20.0,55.0,D,Pass,4,Final,,2026-08-08 12:42:34.521
R0000251,S000634,C00070,T00191,14.0,20.0,70.0,C+,Pass,7,Assignment,Needs Improvement,2026-08-08 12:42:34.521
R0000252,S001099,C00040,T00240,24.0,50.0,48.0,F,Fail,8,Mid,Average Performance,2026-08-08 12:42:34.521
R0000253,S000715,C00138,T00275,50.0,100.0,50.0,D,Pass,5,Assignment,Excellent,2026-08-08 12:42:34.521
R0000254,S000047,C00042,T00286,37.0,100.0,37.0,F,Fail,5,Mid,,2026-08-08 12:42:34.521
R0000255,S000259,C00079,T00251,48.0,50.0,96.0,A+,Pass,4,Assignment,Average Performance,2026-08-08 12:42:34.521
R0000256,S000038,C00130,T00218,5.0,20.0,25.0,F,Fail,8,Mid,Needs Improvement,2026-08-08 12:42:34.521
R0000257,S001167,C00132,T00193,65.0,100.0,65.0,C,Pass,3,Mid,,2026-08-08 12:42:34.521
R0000258,S001857,C00013,T00291,6.0,20.0,30.0,F,Fail,6,Mid,Needs Improvement,2026-08-08 12:42:34.521
R0000259,S001210,C00131,T00111,38.0,50.0,76.0,B,Pass,5,Quiz,Average Performance,2026-08-08 12:42:34.521
R0000260,S001918,C00072,T00015,41.0,50.0,82.0,B+,Pass,6,Final,Average Performance,2026-08-08 12:42:34.521
R0000261,S000219,C00141,T00199,90.0,100.0,90.0,A+,Pass,2,Assignment,,2026-08-08 12:42:34.521
R0000262,S001112,C00114,T00031,98.0,100.0,98.0,A+,Pass,7,Mid,,2026-08-08 12:42:34.521
R0000263,S001861,C00142,T00030,7.0,20.0,35.0,F,Fail,3,Assignment,Average Performance,2026-08-08 12:42:34.521
R0000264,S001173,C00125,T00073,6.0,20.0,30.0,F,Fail,2,Final,Excellent,2026-08-08 12:42:34.521
R0000265,S001710,C00010,T00168,72.0,100.0,72.0,C+,Pass,3,Final,Excellent,2026-08-08 12:42:34.521
R0000266,S001792,C00143,T00114,10.0,20.0,50.0,D,Pass,5,Final,Average Performance,2026-08-08 12:42:34.521
R0000267,S000566,C00116,T00080,39.0,50.0,78.0,B,Pass,6,Mid,Excellent,2026-08-08 12:42:34.521
R0000268,S000980,C00030,T00118,38.0,50.0,76.0,B,Pass,6,Quiz,Needs Improvement,2026-08-08 12:42:34.521
R0000269,S001538,C00069,T00017,16.0,20.0,80.0,B+,Pass,1,Quiz,,2026-08-08 12:42:34.521
R0000270,S000499,C00136,T00274,17.0,50.0,34.0,F,Fail,7,Assignment,,2026-08-08 12:42:34.521
R0000271,S000764,C00005,T00214,21.0,50.0,42.0,F,Fail,8,Quiz,Excellent,2026-08-08 12:42:34.521
R0000272,S000444,C00002,T00001,51.0,100.0,51.0,D,Pass,7,Mid,Excellent,2026-08-08 12:42:34.521
R0000273,S001557,C00063,T00010,77.0,100.0,77.0,B,Pass,2,Final,Excellent,2026-08-08 12:42:34.521
R0000274,S000715,C00090,T00240,11.0,30.0,36.67,F,Fail,5,Final,,2026-08-08 12:42:34.521
R0000275,S000016,C00125,T00073,14.0,30.0,46.67,F,Fail,2,Mid,Needs Improvement,2026-08-08 12:42:34.521
R0000276,S000052,C00078,T00073,29.0,30.0,96.67,A+,Pass,6,Quiz,,2026-08-08 12:42:34.521
R0000277,S001562,C00005,T00214,12.0,20.0,60.0,C,Pass,8,Assignment,Needs Improvement,2026-08-08 12:42:34.521
R0000278,S000925,C00044,T00201,6.0,20.0,30.0,F,Fail,4,Quiz,Excellent,2026-08-08 12:42:34.521
R0000279,S001710,C00142,T00030,38.0,50.0,76.0,B,Pass,3,Final,,2026-08-08 12:42:34.521
R0000280,S000073,C00079,T00251,56.0,100.0,56.0,D,Pass,4,Assignment,Needs Improvement,2026-08-08 12:42:34.521
R0000281,S001640,C00132,T00193,18.0,30.0,60.0,C,Pass,3,Mid,Excellent,2026-08-08 12:42:34.521
R0000282,S000248,C00136,T00274,10.0,20.0,50.0,D,Pass,7,Quiz,Average Performance,2026-08-08 12:42:34.521
R0000283,S000481,C00054,T00130,10.0,20.0,50.0,D,Pass,6,Assignment,Average Performance,2026-08-08 12:42:34.521
R0000284,S000060,C00094,T00060,14.0,30.0,46.67,F,Fail,4,Assignment,Needs Improvement,2026-08-08 12:42:34.521
R0000285,S000020,C00136,T00274,54.0,100.0,54.0,D,Pass,7,Final,Average Performance,2026-08-08 12:42:34.521
R0000286,S000545,C00064,T00273,13.0,30.0,43.33,F,Fail,6,Mid,Needs Improvement,2026-08-08 12:42:34.521
R0000287,S001563,C00077,T00274,16.0,20.0,80.0,B+,Pass,1,Quiz,,2026-08-08 12:42:34.521
R0000288,S001001,C00133,T00103,56.0,100.0,56.0,D,Pass,2,Mid,Average Performance,2026-08-08 12:42:34.521
R0000289,S000059,C00095,T00291,33.0,50.0,66.0,C,Pass,3,Assignment,Needs Improvement,2026-08-08 12:42:34.521
R0000290,S000984,C00048,T00148,9.0,20.0,45.0,F,Fail,3,Final,Needs Improvement,2026-08-08 12:42:34.521
R0000291,S001208,C00111,T00184,38.0,50.0,76.0,B,Pass,2,Mid,Excellent,2026-08-08 12:42:34.521
R0000292,S001203,C00129,T00031,10.0,20.0,50.0,D,Pass,1,Final,Needs Improvement,2026-08-08 12:42:34.521
R0000293,S001612,C00078,T00073,19.0,50.0,38.0,F,Fail,6,Quiz,Excellent,2026-08-08 12:42:34.521
R0000294,S000707,C00077,T00274,69.0,100.0,69.0,C,Pass,1,Final,,2026-08-08 12:42:34.521
R0000295,S001124,C00086,T00172,12.0,30.0,40.0,F,Fail,7,Final,Needs Improvement,2026-08-08 12:42:34.521
R0000296,S001630,C00017,T00048,38.0,50.0,76.0,B,Pass,2,Mid,,2026-08-08 12:42:34.521
R0000297,S001115,C00084,T00069,9.0,30.0,30.0,F,Fail,5,Final,Excellent,2026-08-08 12:42:34.521
R0000298,S001342,C00020,T00034,26.0,30.0,86.67,A,Pass,4,Quiz,,2026-08-08 12:42:34.521
R0000299,S000602,C00042,T00286,15.0,30.0,50.0,D,Pass,5,Assignment,Needs Improvement,2026-08-08 12:42:34.521
R0000300,S001123,C00090,T00240,30.0,30.0,100.0,A+,Pass,5,Final,,2026-08-08 12:42:34.521
R0000301,S001321,C00134,T00062,10.0,20.0,50.0,D,Pass,5,Mid,,2026-08-08 12:42:34.521
R0000302,S000679,C00038,T00086,27.0,30.0,90.0,A+,Pass,7,Mid,,2026-08-08 12:42:34.521
R0000303,S001360,C00125,T00073,33.0,100.0,33.0,F,Fail,2,Quiz,Needs Improvement,2026-08-08 12:42:34.521
R0000304,S000013,C00022,T00119,24.0,30.0,80.0,B+,Pass,7,Final,,2026-08-08 12:42:34.521
R0000305,S001058,C00057,T00236,19.0,20.0,95.0,A+,Pass,4,Quiz,Excellent,2026-08-08 12:42:34.521
R0000306,S000413,C00144,T00133,20.0,30.0,66.67,C,Pass,7,Assignment,,2026-08-08 12:42:34.521
R0000307,S001205,C00018,T00221,48.0,50.0,96.0,A+,Pass,8,Mid,,2026-08-08 12:42:34.521
R0000308,S001048,C00029,T00115,9.0,30.0,30.0,F,Fail,6,Final,Excellent,2026-08-08 12:42:34.521
R0000309,S000831,C00014,T00219,44.0,50.0,88.0,A,Pass,3,Mid,Average Performance,2026-08-08 12:42:34.521
R0000310,S001764,C00020,T00034,29.0,100.0,29.0,F,Fail,4,Mid,,2026-08-08 12:42:34.521
R0000311,S000909,C00124,T00105,26.0,50.0,52.0,D,Pass,3,Final,Excellent,2026-08-08 12:42:34.521
R0000312,S000748,C00021,T00115,7.0,20.0,35.0,F,Fail,5,Assignment,Average Performance,2026-08-08 12:42:34.521
R0000313,S001234,C00059,T00300,11.0,20.0,55.0,D,Pass,8,Mid,Needs Improvement,2026-08-08 12:42:34.522
R0000314,S000222,C00005,T00214,26.0,30.0,86.67,A,Pass,8,Assignment,Average Performance,2026-08-08 12:42:34.522
R0000315,S000341,C00030,T00118,69.0,100.0,69.0,C,Pass,6,Assignment,Average Performance,2026-08-08 12:42:34.522
R0000316,S001752,C00085,T00080,17.0,20.0,85.0,A,Pass,6,Quiz,Excellent,2026-08-08 12:42:34.522
R0000317,S000697,C00040,T00240,10.0,20.0,50.0,D,Pass,8,Quiz,,2026-08-08 12:42:34.522
R0000318,S000705,C00095,T00291,81.0,100.0,81.0,B+,Pass,3,Final,Average Performance,2026-08-08 12:42:34.522
R0000319,S000188,C00042,T00286,61.0,100.0,61.0,C,Pass,5,Final,,2026-08-08 12:42:34.522
R0000320,S000865,C00017,T00048,68.0,100.0,68.0,C,Pass,2,Mid,Needs Improvement,2026-08-08 12:42:34.522
R0000321,S000627,C00109,T00065,27.0,50.0,54.0,D,Pass,5,Mid,Average Performance,2026-08-08 12:42:34.522
R0000322,S001999,C00111,T00184,63.0,100.0,63.0,C,Pass,2,Quiz,Needs Improvement,2026-08-08 12:42:34.522
R0000323,S000197,C00114,T00031,15.0,20.0,75.0,B,Pass,7,Quiz,Excellent,2026-08-08 12:42:34.522
R0000324,S001237,C00111,T00184,23.0,50.0,46.0,F,Fail,2,Final,Needs Improvement,2026-08-08 12:42:34.522
R0000325,S001212,C00009,T00037,21.0,50.0,42.0,F,Fail,7,Final,,2026-08-08 12:42:34.522
R0000326,S001496,C00009,T00037,42.0,50.0,84.0,B+,Pass,7,Assignment,,2026-08-08 12:42:34.522
R0000327,S001998,C00140,T00187,19.0,20.0,95.0,A+,Pass,4,Quiz,Needs Improvement,2026-08-08 12:42:34.522
R0000328,S001009,C00019,T00128,28.0,50.0,56.0,D,Pass,6,Assignment,Excellent,2026-08-08 12:42:34.522
R0000329,S000469,C00121,T00276,6.0,20.0,30.0,F,Fail,8,Assignment,,2026-08-08 12:42:34.522
R0000330,S000321,C00038,T00086,12.0,20.0,60.0,C,Pass,7,Final,Average Performance,2026-08-08 12:42:34.522
R0000331,S001005,C00045,T00172,48.0,100.0,48.0,F,Fail,2,Assignment,Needs Improvement,2026-08-08 12:42:34.522
R0000332,S000522,C00048,T00148,14.0,50.0,28.0,F,Fail,3,Final,Average Performance,2026-08-08 12:42:34.522
R0000333,S001206,C00015,T00109,27.0,100.0,27.0,F,Fail,4,Final,Needs Improvement,2026-08-08 12:42:34.522
R0000334,S000505,C00143,T00114,38.0,50.0,76.0,B,Pass,5,Assignment,Needs Improvement,2026-08-08 12:42:34.522
R0000335,S001032,C00145,T00022,38.0,50.0,76.0,B,Pass,3,Final,,2026-08-08 12:42:34.522
R0000336,S001538,C00115,T00092,30.0,50.0,60.0,C,Pass,1,Mid,Average Performance,2026-08-08 12:42:34.522
R0000337,S001412,C00140,T00187,12.0,20.0,60.0,C,Pass,4,Final,Needs Improvement,2026-08-08 12:42:34.522
R0000338,S000164,C00116,T00080,66.0,100.0,66.0,C,Pass,6,Assignment,Excellent,2026-08-08 12:42:34.522
R0000339,S001794,C00025,T00004,17.0,50.0,34.0,F,Fail,6,Quiz,Excellent,2026-08-08 12:42:34.522
R0000340,S001869,C00026,T00216,10.0,20.0,50.0,D,Pass,7,Assignment,Excellent,2026-08-08 12:42:34.522
R0000341,S001023,C00004,T00237,13.0,20.0,65.0,C,Pass,2,Final,Needs Improvement,2026-08-08 12:42:34.522
R0000342,S001694,C00141,T00199,22.0,30.0,73.33,C+,Pass,2,Final,Average Performance,2026-08-08 12:42:34.522
R0000343,S001525,C00040,T00240,45.0,50.0,90.0,A+,Pass,8,Mid,,2026-08-08 12:42:34.522
R0000344,S000848,C00050,T00025,16.0,30.0,53.33,D,Pass,5,Mid,Needs Improvement,2026-08-08 12:42:34.522
R0000345,S001941,C00012,T00094,14.0,30.0,46.67,F,Fail,1,Mid,Needs Improvement,2026-08-08 12:42:34.522
R0000346,S001958,C00016,T00158,21.0,50.0,42.0,F,Fail,1,Quiz,Average Performance,2026-08-08 12:42:34.522
R0000347,S001492,C00140,T00187,49.0,100.0,49.0,F,Fail,4,Quiz,Excellent,2026-08-08 12:42:34.522
R0000348,S000748,C00134,T00062,39.0,100.0,39.0,F,Fail,5,Mid,Average Performance,2026-08-08 12:42:34.522
R0000349,S000783,C00054,T00130,15.0,20.0,75.0,B,Pass,6,Final,Average Performance,2026-08-08 12:42:34.522
R0000350,S001312,C00142,T00030,94.0,100.0,94.0,A+,Pass,3,Assignment,Excellent,2026-08-08 12:42:34.522
R0000351,S000454,C00094,T00060,28.0,30.0,93.33,A+,Pass,4,Assignment,Needs Improvement,2026-08-08 12:42:34.522
R0000352,S000629,C00005,T00214,23.0,30.0,76.67,B,Pass,8,Quiz,,2026-08-08 12:42:34.522
R0000353,S001364,C00143,T00114,18.0,20.0,90.0,A+,Pass,5,Mid,Needs Improvement,2026-08-08 12:42:34.522
R0000354,S000716,C00018,T00221,50.0,100.0,50.0,D,Pass,8,Mid,,2026-08-08 12:42:34.522
R0000355,S001567,C00142,T00030,8.0,30.0,26.67,F,Fail,3,Final,Needs Improvement,2026-08-08 12:42:34.522
R0000356,S000764,C00146,T00238,11.0,30.0,36.67,F,Fail,8,Assignment,Average Performance,2026-08-08 12:42:34.522
R0000357,S001419,C00117,T00041,36.0,50.0,72.0,C+,Pass,1,Final,Average Performance,2026-08-08 12:42:34.522
R0000358,S000308,C00098,T00297,48.0,50.0,96.0,A+,Pass,7,Quiz,Needs Improvement,2026-08-08 12:42:34.522
R0000359,S000636,C00095,T00291,20.0,20.0,100.0,A+,Pass,3,Mid,Average Performance,2026-08-08 12:42:34.522
R0000360,S000313,C00117,T00041,28.0,50.0,56.0,D,Pass,1,Quiz,Excellent,2026-08-08 12:42:34.522
R0000361,S001370,C00142,T00030,49.0,100.0,49.0,F,Fail,3,Mid,Needs Improvement,2026-08-08 12:42:34.522
R0000362,S001569,C00043,T00121,10.0,20.0,50.0,D,Pass,4,Assignment,Average Performance,2026-08-08 12:42:34.522
R0000363,S000023,C00015,T00109,12.0,20.0,60.0,C,Pass,4,Assignment,Excellent,2026-08-08 12:42:34.522
R0000364,S001081,C00055,T00228,41.0,100.0,41.0,F,Fail,6,Final,Needs Improvement,2026-08-08 12:42:34.522
R0000365,S000105,C00039,T00020,40.0,50.0,80.0,B+,Pass,3,Assignment,Average Performance,2026-08-08 12:42:34.522
R0000366,S001439,C00045,T00172,49.0,50.0,98.0,A+,Pass,2,Assignment,Excellent,2026-08-08 12:42:34.522
R0000367,S000595,C00020,T00034,50.0,50.0,100.0,A+,Pass,4,Assignment,Needs Improvement,2026-08-08 12:42:34.522
R0000368,S000126,C00138,T00275,93.0,100.0,93.0,A+,Pass,5,Mid,,2026-08-08 12:42:34.522
R0000369,S000581,C00052,T00235,18.0,20.0,90.0,A+,Pass,8,Quiz,Needs Improvement,2026-08-08 12:42:34.522
R0000370,S001572,C00093,T00224,93.0,100.0,93.0,A+,Pass,3,Mid,,2026-08-08 12:42:34.522
R0000371,S001894,C00092,T00062,19.0,20.0,95.0,A+,Pass,2,Final,Average Performance,2026-08-08 12:42:34.522
R0000372,S000485,C00057,T00236,12.0,20.0,60.0,C,Pass,4,Quiz,,2026-08-08 12:42:34.522
R0000373,S001361,C00084,T00069,12.0,20.0,60.0,C,Pass,5,Final,Excellent,2026-08-08 12:42:34.522
R0000374,S000121,C00099,T00092,23.0,30.0,76.67,B,Pass,3,Mid,Needs Improvement,2026-08-08 12:42:34.522
R0000375,S001251,C00049,T00076,12.0,20.0,60.0,C,Pass,7,Final,,2026-08-08 12:42:34.522
R0000376,S001254,C00058,T00187,16.0,20.0,80.0,B+,Pass,4,Final,,2026-08-08 12:42:34.522
R0000377,S000812,C00025,T00004,16.0,20.0,80.0,B+,Pass,6,Assignment,Average Performance,2026-08-08 12:42:34.522
R0000378,S001363,C00143,T00114,17.0,20.0,85.0,A,Pass,5,Final,Needs Improvement,2026-08-08 12:42:34.522
R0000379,S001641,C00126,T00007,37.0,100.0,37.0,F,Fail,6,Quiz,Needs Improvement,2026-08-08 12:42:34.522
R0000380,S000770,C00104,T00041,29.0,100.0,29.0,F,Fail,1,Quiz,,2026-08-08 12:42:34.522
R0000381,S000995,C00060,T00075,20.0,50.0,40.0,F,Fail,1,Final,Average Performance,2026-08-08 12:42:34.522
R0000382,S000539,C00017,T00048,15.0,20.0,75.0,B,Pass,2,Mid,,2026-08-08 12:42:34.522
R0000383,S000612,C00150,T00001,21.0,30.0,70.0,C+,Pass,1,Assignment,Needs Improvement,2026-08-08 12:42:34.522
R0000384,S001472,C00021,T00115,7.0,20.0,35.0,F,Fail,5,Assignment,Excellent,2026-08-08 12:42:34.523
R0000385,S001806,C00080,T00062,33.0,50.0,66.0,C,Pass,7,Mid,Average Performance,2026-08-08 12:42:34.523
R0000386,S001568,C00146,T00238,27.0,30.0,90.0,A+,Pass,8,Mid,,2026-08-08 12:42:34.523
R0000387,S000057,C00016,T00158,20.0,50.0,40.0,F,Fail,1,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000388,S000287,C00021,T00115,11.0,20.0,55.0,D,Pass,5,Quiz,Needs Improvement,2026-08-08 12:42:34.523
R0000389,S001634,C00026,T00216,8.0,30.0,26.67,F,Fail,7,Final,Average Performance,2026-08-08 12:42:34.523
R0000390,S001337,C00124,T00105,83.0,100.0,83.0,B+,Pass,3,Assignment,Needs Improvement,2026-08-08 12:42:34.523
R0000391,S000692,C00018,T00221,16.0,30.0,53.33,D,Pass,8,Mid,Needs Improvement,2026-08-08 12:42:34.523
R0000392,S001505,C00140,T00187,34.0,50.0,68.0,C,Pass,4,Mid,Average Performance,2026-08-08 12:42:34.523
R0000393,S001588,C00082,T00100,66.0,100.0,66.0,C,Pass,6,Assignment,Needs Improvement,2026-08-08 12:42:34.523
R0000394,S001461,C00123,T00166,45.0,50.0,90.0,A+,Pass,8,Mid,Needs Improvement,2026-08-08 12:42:34.523
R0000395,S000144,C00146,T00238,13.0,20.0,65.0,C,Pass,8,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000396,S001137,C00050,T00025,7.0,20.0,35.0,F,Fail,5,Quiz,,2026-08-08 12:42:34.523
R0000397,S000106,C00084,T00069,20.0,20.0,100.0,A+,Pass,5,Quiz,,2026-08-08 12:42:34.523
R0000398,S001160,C00087,T00108,27.0,50.0,54.0,D,Pass,4,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000399,S000913,C00130,T00218,10.0,30.0,33.33,F,Fail,8,Final,,2026-08-08 12:42:34.523
R0000400,S000146,C00120,T00017,67.0,100.0,67.0,C,Pass,8,Final,Excellent,2026-08-08 12:42:34.523
R0000401,S001081,C00100,T00170,14.0,30.0,46.67,F,Fail,6,Quiz,Needs Improvement,2026-08-08 12:42:34.523
R0000402,S000732,C00026,T00216,99.0,100.0,99.0,A+,Pass,7,Mid,Needs Improvement,2026-08-08 12:42:34.523
R0000403,S000207,C00003,T00220,38.0,100.0,38.0,F,Fail,8,Final,,2026-08-08 12:42:34.523
R0000404,S001256,C00083,T00185,22.0,50.0,44.0,F,Fail,1,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000405,S001727,C00082,T00100,40.0,50.0,80.0,B+,Pass,6,Quiz,Excellent,2026-08-08 12:42:34.523
R0000406,S000768,C00076,T00019,22.0,30.0,73.33,C+,Pass,5,Assignment,Excellent,2026-08-08 12:42:34.523
R0000407,S000505,C00109,T00065,14.0,50.0,28.0,F,Fail,5,Mid,Needs Improvement,2026-08-08 12:42:34.523
R0000408,S001880,C00067,T00290,12.0,30.0,40.0,F,Fail,8,Final,Excellent,2026-08-08 12:42:34.523
R0000409,S000585,C00122,T00216,45.0,50.0,90.0,A+,Pass,6,Assignment,Average Performance,2026-08-08 12:42:34.523
R0000410,S000230,C00006,T00241,19.0,30.0,63.33,C,Pass,5,Final,Excellent,2026-08-08 12:42:34.523
R0000411,S001482,C00038,T00086,72.0,100.0,72.0,C+,Pass,7,Quiz,Needs Improvement,2026-08-08 12:42:34.523
R0000412,S001161,C00124,T00105,19.0,50.0,38.0,F,Fail,3,Assignment,Needs Improvement,2026-08-08 12:42:34.523
R0000413,S000292,C00021,T00115,24.0,30.0,80.0,B+,Pass,5,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000414,S000364,C00064,T00273,17.0,20.0,85.0,A,Pass,6,Quiz,,2026-08-08 12:42:34.523
R0000415,S000236,C00048,T00148,25.0,50.0,50.0,D,Pass,3,Mid,,2026-08-08 12:42:34.523
R0000416,S001893,C00118,T00235,41.0,50.0,82.0,B+,Pass,8,Assignment,,2026-08-08 12:42:34.523
R0000417,S001188,C00014,T00219,11.0,30.0,36.67,F,Fail,3,Assignment,,2026-08-08 12:42:34.523
R0000418,S001278,C00104,T00041,100.0,100.0,100.0,A+,Pass,1,Final,Excellent,2026-08-08 12:42:34.523
R0000419,S001681,C00133,T00103,8.0,30.0,26.67,F,Fail,2,Assignment,,2026-08-08 12:42:34.523
R0000420,S001731,C00049,T00076,29.0,30.0,96.67,A+,Pass,7,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000421,S001287,C00055,T00228,10.0,20.0,50.0,D,Pass,6,Mid,Excellent,2026-08-08 12:42:34.523
R0000422,S000528,C00047,T00154,5.0,20.0,25.0,F,Fail,3,Mid,Needs Improvement,2026-08-08 12:42:34.523
R0000423,S001779,C00005,T00214,11.0,30.0,36.67,F,Fail,8,Quiz,Needs Improvement,2026-08-08 12:42:34.523
R0000424,S000104,C00074,T00234,34.0,100.0,34.0,F,Fail,3,Quiz,,2026-08-08 12:42:34.523
R0000425,S000418,C00021,T00115,8.0,20.0,40.0,F,Fail,5,Assignment,Average Performance,2026-08-08 12:42:34.523
R0000426,S000137,C00028,T00230,21.0,30.0,70.0,C+,Pass,4,Mid,Average Performance,2026-08-08 12:42:34.523
R0000427,S001873,C00127,T00246,18.0,30.0,60.0,C,Pass,1,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000428,S001266,C00043,T00121,23.0,30.0,76.67,B,Pass,4,Assignment,Excellent,2026-08-08 12:42:34.523
R0000429,S001301,C00111,T00184,8.0,20.0,40.0,F,Fail,2,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000430,S001951,C00066,T00044,39.0,100.0,39.0,F,Fail,4,Assignment,,2026-08-08 12:42:34.523
R0000431,S000834,C00044,T00201,19.0,20.0,95.0,A+,Pass,4,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000432,S000226,C00011,T00133,51.0,100.0,51.0,D,Pass,5,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000433,S000763,C00111,T00184,28.0,50.0,56.0,D,Pass,2,Mid,Needs Improvement,2026-08-08 12:42:34.523
R0000434,S000643,C00051,T00175,36.0,100.0,36.0,F,Fail,1,Final,Average Performance,2026-08-08 12:42:34.523
R0000435,S000872,C00020,T00034,69.0,100.0,69.0,C,Pass,4,Quiz,Excellent,2026-08-08 12:42:34.523
R0000436,S000269,C00041,T00036,26.0,100.0,26.0,F,Fail,3,Quiz,Needs Improvement,2026-08-08 12:42:34.523
R0000437,S001240,C00095,T00291,9.0,20.0,45.0,F,Fail,3,Assignment,Excellent,2026-08-08 12:42:34.523
R0000438,S000827,C00074,T00234,5.0,20.0,25.0,F,Fail,3,Quiz,,2026-08-08 12:42:34.523
R0000439,S001721,C00084,T00069,50.0,50.0,100.0,A+,Pass,5,Assignment,Average Performance,2026-08-08 12:42:34.523
R0000440,S001672,C00084,T00069,93.0,100.0,93.0,A+,Pass,5,Final,Excellent,2026-08-08 12:42:34.523
R0000441,S000014,C00009,T00037,32.0,50.0,64.0,C,Pass,7,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000442,S001305,C00016,T00158,18.0,50.0,36.0,F,Fail,1,Final,,2026-08-08 12:42:34.523
R0000443,S001624,C00065,T00244,8.0,20.0,40.0,F,Fail,3,Final,,2026-08-08 12:42:34.523
R0000444,S000794,C00072,T00015,36.0,50.0,72.0,C+,Pass,6,Quiz,,2026-08-08 12:42:34.523
R0000445,S001958,C00104,T00041,10.0,20.0,50.0,D,Pass,1,Assignment,,2026-08-08 12:42:34.523
R0000446,S000261,C00018,T00221,34.0,100.0,34.0,F,Fail,8,Assignment,Excellent,2026-08-08 12:42:34.523
R0000447,S001023,C00004,T00237,17.0,30.0,56.67,D,Pass,2,Mid,Excellent,2026-08-08 12:42:34.523
R0000448,S001497,C00079,T00251,65.0,100.0,65.0,C,Pass,4,Mid,Excellent,2026-08-08 12:42:34.523
R0000449,S001138,C00012,T00094,21.0,30.0,70.0,C+,Pass,1,Quiz,Average Performance,2026-08-08 12:42:34.523
R0000450,S000175,C00046,T00068,16.0,20.0,80.0,B+,Pass,1,Quiz,,2026-08-08 12:42:34.523
R0000451,S001848,C00050,T00025,16.0,30.0,53.33,D,Pass,5,Assignment,Excellent,2026-08-08 12:42:34.523
R0000452,S001469,C00049,T00076,23.0,50.0,46.0,F,Fail,7,Final,,2026-08-08 12:42:34.524
R0000453,S000484,C00019,T00128,29.0,100.0,29.0,F,Fail,6,Mid,Excellent,2026-08-08 12:42:34.524
