attendance_id,student_id,course_id,teacher_id,attendance_date,status,remarks,created_at
AT0000309,S001753,C00027,T00286,2025-03-01,Leave,Late Arrival,2026-08-08 12:40:14.389
AT0000310,S000656,C00027,T00286,2025-09-20,Present,,2026-08-08 12:40:14.389
AT0000311,S001497,C00139,T00176,2025-03-14,Leave,Late Arrival,2026-08-08 12:40:14.389
AT0000312,S000326,C00049,T00076,2025-01-17,Present,,2026-08-08 12:40:14.389
AT0000313,S001221,C00115,T00092,2025-03-29,Present,,2026-08-08 12:40:14.389
AT0000314,S000078,C00143,T00114,2025-01-06,Present,,2026-08-08 12:40:14.389
AT0000315,S000973,C00132,T00193,2025-07-12,Present,,2026-08-08 12:40:14.389
AT0000316,S001740,C00077,T00274,2025-03-26,Present,,2026-08-08 12:40:14.390
AT0000317,S001952,C00072,T00015,2025-06-18,Leave,,2026-08-08 12:40:14.390
AT0000318,S001197,C00110,T00249,2025-09-28,Present,,2026-08-08 12:40:14.390
AT0000319,S001385,C00056,T00017,2025-07-28,Present,,2026-08-08 12:40:14.390
AT0000320,S000362,C00101,T00067,2025-08-27,Late,Absent Without Notice,2026-08-08 12:40:14.390
AT0000321,S000983,C00009,T00037,2025-04-30,Present,,2026-08-08 12:40:14.390
AT0000322,S000625,C00115,T00092,2025-08-24,Present,,2026-08-08 12:40:14.390
AT0000323,S000320,C00139,T00176,2025-12-21,Present,,2026-08-08 12:40:14.390
AT0000324,S000247,C00075,T00234,2025-03-16,Present,,2026-08-08 12:40:14.390
AT0000325,S001814,C00085,T00080,2025-04-25,Present,,2026-08-08 12:40:14.390
AT0000326,S001929,C00009,T00037,2025-07-12,Present,,2026-08-08 12:40:14.390
AT0000327,S001538,C00139,T00176,2025-01-31,Present,,2026-08-08 12:40:14.390
AT0000328,S000627,C00013,T00291,2025-08-13,Absent,,2026-08-08 12:40:14.390
AT0000329,S001533,C00125,T00073,2025-09-22,Present,,2026-08-08 12:40:14.390
AT0000330,S000248,C00081,T00078,2025-02-22,Present,,2026-08-08 12:40:14.390
AT0000331,S000852,C00120,T00017,2026-01-01,Leave,,2026-08-08 12:40:14.390
AT0000332,S000586,C00075,T00234,2025-10-04,Present,,2026-08-08 12:40:14.390
AT0000333,S001304,C00082,T00100,2025-02-19,Late,Late Arrival,2026-08-08 12:40:14.390
AT0000334,S001529,C00088,T00202,2025-01-29,Present,,2026-08-08 12:40:14.390
AT0000335,S000787,C00133,T00103,2025-08-09,Present,,2026-08-08 12:40:14.390
AT0000336,S001174,C00127,T00246,2025-05-31,Leave,Late Arrival,2026-08-08 12:40:14.390
AT0000337,S000079,C00024,T00043,2025-04-04,Leave,Medical Leave,2026-08-08 12:40:14.390
AT0000338,S001405,C00009,T00037,2025-06-24,Absent,Absent Without Notice,2026-08-08 12:40:14.390
AT0000339,S000295,C00024,T00043,2025-01-03,Present,,2026-08-08 12:40:14.390
AT0000340,S000193,C00146,T00238,2025-05-29,Absent,,2026-08-08 12:40:14.390
AT0000341,S001946,C00035,T00148,2025-04-04,Present,,2026-08-08 12:40:14.390
AT0000342,S001754,C00056,T00017,2025-04-12,Present,,2026-08-08 12:40:14.390
AT0000343,S001273,C00095,T00291,2025-04-15,Present,,2026-08-08 12:40:14.390
AT0000344,S000818,C00021,T00115,2025-06-03,Present,,2026-08-08 12:40:14.390
AT0000345,S001592,C00059,T00300,2025-07-30,Leave,,2026-08-08 12:40:14.390
AT0000346,S000272,C00024,T00043,2025-08-29,Present,,2026-08-08 12:40:14.390
AT0000347,S001407,C00134,T00062,2025-05-20,Present,,2026-08-08 12:40:14.390
AT0000348,S000329,C00063,T00010,2025-02-02,Present,,2026-08-08 12:40:14.390
AT0000349,S000748,C00043,T00121,2025-01-03,Leave,,2026-08-08 12:40:14.390
AT0000350,S001210,C00072,T00015,2025-09-05,Present,,2026-08-08 12:40:14.390
AT0000351,S001297,C00075,T00234,2025-01-23,Present,,2026-08-08 12:40:14.390
AT0000352,S000970,C00012,T00094,2025-09-14,Absent,,2026-08-08 12:40:14.390
AT0000353,S001156,C00089,T00208,2025-11-21,Absent,Absent Without Notice,2026-08-08 12:40:14.390
AT0000354,S001337,C00097,T00191,2025-05-01,Leave,Absent Without Notice,2026-08-08 12:40:14.390
AT0000355,S001239,C00123,T00166,2025-12-18,Absent,Absent Without Notice,2026-08-08 12:40:14.390
AT0000356,S000457,C00040,T00240,2025-04-07,Present,,2026-08-08 12:40:14.390
AT0000357,S000270,C00076,T00019,2025-09-25,Present,,2026-08-08 12:40:14.390
AT0000358,S001980,C00073,T00061,2025-06-30,Present,,2026-08-08 12:40:14.390
AT0000359,S001509,C00014,T00219,2025-06-13,Present,,2026-08-08 12:40:14.390
AT0000360,S001077,C00081,T00078,2025-08-03,Present,,2026-08-08 12:40:14.390
AT0000361,S000752,C00039,T00020,2025-01-07,Leave,Absent Without Notice,2026-08-08 12:40:14.390
AT0000362,S000625,C00014,T00219,2025-04-13,Late,Medical Leave,2026-08-08 12:40:14.390
AT0000363,S000716,C00104,T00041,2025-08-05,Present,,2026-08-08 12:40:14.390
AT0000364,S001166,C00067,T00290,2025-04-11,Leave,Medical Leave,2026-08-08 12:40:14.390
AT0000365,S001535,C00146,T00238,2025-05-03,Present,,2026-08-08 12:40:14.390
AT0000366,S000295,C00024,T00043,2025-08-29,Absent,Absent Without Notice,2026-08-08 12:40:14.390
AT0000367,S001630,C00126,T00007,2025-10-18,Present,,2026-08-08 12:40:14.390
AT0000368,S000915,C00041,T00036,2025-05-20,Late,Absent Without Notice,2026-08-08 12:40:14.390
AT0000369,S000252,C00100,T00170,2025-05-24,Present,,2026-08-08 12:40:14.390
AT0000370,S001206,C00060,T00075,2025-04-02,Present,,2026-08-08 12:40:14.390
AT0000371,S000681,C00135,T00280,2025-04-16,Present,,2026-08-08 12:40:14.390
AT0000372,S000088,C00106,T00128,2025-10-16,Present,,2026-08-08 12:40:14.390
AT0000373,S001746,C00087,T00108,2025-08-11,Present,,2026-08-08 12:40:14.390
AT0000374,S001231,C00128,T00197,2025-05-13,Present,,2026-08-08 12:40:14.390
AT0000375,S001760,C00056,T00017,2025-10-25,Present,,2026-08-08 12:40:14.390
AT0000376,S001138,C00141,T00199,2025-11-05,Late,Absent Without Notice,2026-08-08 12:40:14.390
AT0000377,S001604,C00001,T00296,2025-11-30,Present,,2026-08-08 12:40:14.390
AT0000378,S000995,C00006,T00241,2025-04-29,Present,,2026-08-08 12:40:14.390
AT0000379,S000254,C00012,T00094,2025-08-07,Present,,2026-08-08 12:40:14.390
AT0000380,S000105,C00094,T00060,2025-03-21,Present,,2026-08-08 12:40:14.390
AT0000381,S000339,C00075,T00234,2025-10-11,Present,,2026-08-08 12:40:14.390
AT0000382,S001327,C00132,T00193,2025-11-02,Leave,,2026-08-08 12:40:14.390
AT0000383,S000657,C00130,T00218,2025-11-10,Present,,2026-08-08 12:40:14.390
AT0000384,S001681,C00073,T00061,2025-01-08,Present,,2026-08-08 12:40:14.390
AT0000385,S000963,C00030,T00118,2025-01-18,Leave,Medical Leave,2026-08-08 12:40:14.390
AT0000386,S000324,C00016,T00158,2025-11-23,Present,,2026-08-08 12:40:14.390
AT0000387,S001695,C00022,T00119,2025-10-20,Present,,2026-08-08 12:40:14.390
AT0000388,S001087,C00099,T00092,2025-08-18,Present,,2026-08-08 12:40:14.390
AT0000389,S001603,C00046,T00068,2025-05-20,Leave,,2026-08-08 12:40:14.390
AT0000390,S000888,C00077,T00274,2025-05-20,Absent,Medical Leave,2026-08-08 12:40:14.390
AT0000391,S000486,C00107,T00060,2025-05-21,Present,,2026-08-08 12:40:14.390
AT0000392,S000441,C00122,T00216,2025-04-23,Late,Late Arrival,2026-08-08 12:40:14.390
AT0000393,S001074,C00017,T00048,2025-01-19,Present,,2026-08-08 12:40:14.390
AT0000394,S000521,C00027,T00286,2025-09-04,Late,Late Arrival,2026-08-08 12:40:14.390
AT0000395,S000278,C00017,T00048,2025-07-17,Leave,Late Arrival,2026-08-08 12:40:14.390
AT0000396,S000353,C00136,T00274,2025-06-27,Present,,2026-08-08 12:40:14.390
AT0000397,S001978,C00059,T00300,2025-02-25,Late,Absent Without Notice,2026-08-08 12:40:14.390
AT0000398,S001342,C00052,T00235,2025-03-11,Leave,Absent Without Notice,2026-08-08 12:40:14.390
AT0000399,S000906,C00127,T00246,2025-02-08,Present,,2026-08-08 12:40:14.390
AT0000400,S001631,C00037,T00204,2025-11-17,Absent,Medical Leave,2026-08-08 12:40:14.391
AT0000401,S000186,C00089,T00208,2025-06-28,Present,,2026-08-08 12:40:14.391
AT0000402,S001131,C00106,T00128,2025-01-08,Present,,2026-08-08 12:40:14.391
AT0000403,S001946,C00094,T00060,2025-01-11,Absent,Absent Without Notice,2026-08-08 12:40:14.391
AT0000404,S001408,C00136,T00274,2025-07-17,Present,,2026-08-08 12:40:14.391
AT0000405,S000130,C00147,T00037,2025-11-12,Present,,2026-08-08 12:40:14.391
AT0000406,S000516,C00054,T00130,2025-01-07,Late,,2026-08-08 12:40:14.391
AT0000407,S001793,C00076,T00019,2025-02-05,Absent,Medical Leave,2026-08-08 12:40:14.391
AT0000408,S001767,C00099,T00092,2025-05-13,Late,Late Arrival,2026-08-08 12:40:14.391
AT0000409,S000555,C00137,T00280,2025-10-08,Present,,2026-08-08 12:40:14.391
AT0000410,S000089,C00033,T00139,2025-09-13,Present,,2026-08-08 12:40:14.391
AT0000411,S001287,C00017,T00048,2025-12-02,Present,,2026-08-08 12:40:14.391
AT0000412,S001424,C00027,T00286,2025-12-28,Present,,2026-08-08 12:40:14.391
AT0000413,S001701,C00030,T00118,2025-04-26,Absent,Absent Without Notice,2026-08-08 12:40:14.391
AT0000414,S001118,C00112,T00084,2025-12-18,Present,,2026-08-08 12:40:14.391
AT0000415,S000893,C00124,T00105,2025-12-16,Present,,2026-08-08 12:40:14.391
AT0000416,S001637,C00126,T00007,2025-09-14,Present,,2026-08-08 12:40:14.391
AT0000417,S001983,C00119,T00150,2025-02-25,Present,,2026-08-08 12:40:14.391
AT0000418,S001103,C00048,T00148,2025-08-12,Present,,2026-08-08 12:40:14.391
AT0000419,S000954,C00143,T00114,2025-12-02,Present,,2026-08-08 12:40:14.391
AT0000420,S000896,C00080,T00062,2025-01-14,Present,,2026-08-08 12:40:14.391
AT0000421,S001202,C00076,T00019,2025-04-18,Present,,2026-08-08 12:40:14.391
AT0000422,S000612,C00093,T00224,2025-02-11,Absent,,2026-08-08 12:40:14.391
AT0000423,S001248,C00035,T00148,2025-01-15,Present,,2026-08-08 12:40:14.391
AT0000424,S000907,C00115,T00092,2025-07-21,Absent,Medical Leave,2026-08-08 12:40:14.391
AT0000425,S001738,C00082,T00100,2025-02-01,Present,,2026-08-08 12:40:14.391
AT0000426,S000264,C00046,T00068,2025-10-06,Late,Absent Without Notice,2026-08-08 12:40:14.391
AT0000427,S000475,C00135,T00280,2025-10-28,Late,Late Arrival,2026-08-08 12:40:14.391
AT0000428,S001427,C00067,T00290,2025-10-24,Present,,2026-08-08 12:40:14.391
AT0000429,S000025,C00087,T00108,2025-05-03,Present,,2026-08-08 12:40:14.391
AT0000430,S001330,C00005,T00214,2025-10-06,Late,Medical Leave,2026-08-08 12:40:14.391
AT0000431,S000561,C00094,T00060,2025-02-21,Late,Absent Without Notice,2026-08-08 12:40:14.391
AT0000432,S000187,C00129,T00031,2025-01-23,Present,,2026-08-08 12:40:14.391
AT0000433,S001981,C00015,T00109,2025-12-30,Present,,2026-08-08 12:40:14.391
AT0000434,S001380,C00019,T00128,2025-08-05,Leave,,2026-08-08 12:40:14.391
AT0000435,S000447,C00074,T00234,2025-10-08,Present,,2026-08-08 12:40:14.391
AT0000436,S001342,C00052,T00235,2025-10-19,Present,,2026-08-08 12:40:14.391
AT0000437,S000254,C00104,T00041,2025-11-28,Late,Late Arrival,2026-08-08 12:40:14.391
AT0000438,S000566,C00078,T00073,2025-04-07,Leave,Late Arrival,2026-08-08 12:40:14.391
AT0000439,S001983,C00053,T00070,2025-06-23,Present,,2026-08-08 12:40:14.391
AT0000440,S000723,C00007,T00014,2025-12-17,Leave,Late Arrival,2026-08-08 12:40:14.391
AT0000441,S001161,C00082,T00100,2025-12-08,Present,,2026-08-08 12:40:14.391
AT0000442,S000232,C00009,T00037,2025-06-06,Present,,2026-08-08 12:40:14.391
AT0000443,S001610,C00059,T00300,2025-05-31,Present,,2026-08-08 12:40:14.391
AT0000444,S001814,C00135,T00280,2025-02-09,Present,,2026-08-08 12:40:14.391
AT0000445,S001483,C00113,T00220,2025-03-01,Present,,2026-08-08 12:40:14.391
AT0000446,S001883,C00079,T00251,2025-05-20,Leave,Late Arrival,2026-08-08 12:40:14.391
AT0000447,S000533,C00130,T00218,2025-09-27,Present,,2026-08-08 12:40:14.391
AT0000448,S000967,C00146,T00238,2025-06-29,Present,,2026-08-08 12:40:14.391
AT0000449,S000426,C00110,T00249,2025-02-25,Present,,2026-08-08 12:40:14.391
AT0000450,S001748,C00020,T00034,2025-01-30,Present,,2026-08-08 12:40:14.391
AT0000451,S001046,C00024,T00043,2025-05-30,Present,,2026-08-08 12:40:14.391
AT0000452,S000992,C00101,T00067,2025-04-08,Present,,2026-08-08 12:40:14.391
AT0000453,S000236,C00146,T00238,2025-07-27,Present,,2026-08-08 12:40:14.391
AT0000454,S000253,C00034,T00188,2025-04-29,Late,Medical Leave,2026-08-08 12:40:14.391
AT0000455,S001835,C00003,T00220,2025-06-21,Present,,2026-08-08 12:40:14.391
AT0000456,S001758,C00049,T00076,2025-04-14,Present,,2026-08-08 12:40:14.391
AT0000457,S000424,C00017,T00048,2025-04-15,Present,,2026-08-08 12:40:14.391
AT0000458,S001426,C00041,T00036,2025-09-05,Leave,Late Arrival,2026-08-08 12:40:14.391
AT0000459,S001521,C00071,T00233,2025-11-29,Present,,2026-08-08 12:40:14.391
AT0000460,S001786,C00034,T00188,2025-11-01,Leave,Medical Leave,2026-08-08 12:40:14.391
AT0000461,S001576,C00030,T00118,2025-07-07,Leave,Late Arrival,2026-08-08 12:40:14.391
AT0000462,S000686,C00143,T00114,2025-07-02,Present,,2026-08-08 12:40:14.391
AT0000463,S001248,C00107,T00060,2025-03-06,Present,,2026-08-08 12:40:14.391
AT0000464,S001377,C00121,T00276,2025-10-04,Present,,2026-08-08 12:40:14.392
AT0000465,S000648,C00114,T00031,2025-08-29,Present,,2026-08-08 12:40:14.392
AT0000466,S001276,C00037,T00204,2025-03-15,Leave,Medical Leave,2026-08-08 12:40:14.392
AT0000467,S001586,C00023,T00224,2025-08-23,Absent,Absent Without Notice,2026-08-08 12:40:14.392
AT0000468,S000455,C00082,T00100,2025-04-07,Present,,2026-08-08 12:40:14.392
AT0000469,S000042,C00110,T00249,2025-05-26,Absent,Medical Leave,2026-08-08 12:40:14.392
AT0000470,S001339,C00081,T00078,2025-12-24,Present,,2026-08-08 12:40:14.392
AT0000471,S001541,C00033,T00139,2025-02-18,Present,,2026-08-08 12:40:14.392
AT0000472,S001687,C00021,T00115,2025-11-11,Present,,2026-08-08 12:40:14.392
AT0000473,S000999,C00133,T00103,2025-12-05,Late,Medical Leave,2026-08-08 12:40:14.392
AT0000474,S001999,C00086,T00172,2025-02-20,Present,,2026-08-08 12:40:14.392
AT0000475,S001972,C00012,T00094,2025-07-13,Present,,2026-08-08 12:40:14.392
AT0000476,S001939,C00079,T00251,2025-11-20,Present,,2026-08-08 12:40:14.392
AT0000477,S001992,C00043,T00121,2025-03-02,Present,,2026-08-08 12:40:14.392
AT0000478,S001685,C00068,T00067,2025-11-15,Leave,Medical Leave,2026-08-08 12:40:14.392
AT0000479,S001823,C00033,T00139,2025-04-22,Absent,,2026-08-08 12:40:14.392
AT0000480,S001622,C00129,T00031,2025-06-04,Leave,Medical Leave,2026-08-08 12:40:14.392
AT0000481,S001724,C00017,T00048,2025-06-28,Present,,2026-08-08 12:40:14.392
AT0000482,S000851,C00105,T00093,2025-01-27,Present,,2026-08-08 12:40:14.392
AT0000483,S000452,C00114,T00031,2025-10-11,Present,,2026-08-08 12:40:14.392
AT0000484,S000426,C00063,T00010,2025-01-09,Present,,2026-08-08 12:40:14.392
AT0000485,S001900,C00125,T00073,2025-11-11,Present,,2026-08-08 12:40:14.392
AT0000486,S000701,C00017,T00048,2025-12-01,Leave,Absent Without Notice,2026-08-08 12:40:14.392
AT0000487,S000380,C00102,T00160,2025-08-21,Absent,Late Arrival,2026-08-08 12:40:14.392
AT0000488,S000191,C00132,T00193,2025-12-12,Present,,2026-08-08 12:40:14.392
AT0000489,S001048,C00010,T00168,2025-08-24,Absent,Late Arrival,2026-08-08 12:40:14.392
AT0000490,S001254,C00140,T00187,2025-07-01,Present,,2026-08-08 12:40:14.392
AT0000491,S000788,C00091,T00201,2025-07-30,Present,,2026-08-08 12:40:14.392
AT0000492,S001872,C00002,T00001,2025-06-30,Present,,2026-08-08 12:40:14.392
AT0000493,S001474,C00030,T00118,2025-08-08,Present,,2026-08-08 12:40:14.392
AT0000494,S000600,C00089,T00208,2025-08-26,Present,,2026-08-08 12:40:14.392
AT0000495,S000091,C00008,T00063,2025-06-14,Present,,2026-08-08 12:40:14.392
AT0000496,S001391,C00113,T00220,2025-01-24,Present,,2026-08-08 12:40:14.392
AT0000497,S001080,C00054,T00130,2025-01-05,Present,,2026-08-08 12:40:14.392
AT0000498,S000372,C00126,T00007,2025-05-25,Absent,Medical Leave,2026-08-08 12:40:14.392
AT0000499,S001831,C00144,T00133,2025-07-31,Present,,2026-08-08 12:40:14.392
AT0000500,S000670,C00135,T00280,2025-02-21,Present,,2026-08-08 12:40:14.392
AT0000501,S001770,C00081,T00078,2025-03-23,Present,,2026-08-08 12:40:14.392
AT0000502,S000622,C00011,T00133,2025-03-08,Present,,2026-08-08 12:40:14.392
AT0000503,S000363,C00007,T00014,2025-03-10,Late,,2026-08-08 12:40:14.392
AT0000504,S001603,C00055,T00228,2025-05-17,Present,,2026-08-08 12:40:14.392
AT0000505,S000683,C00077,T00274,2025-03-28,Late,Absent Without Notice,2026-08-08 12:40:14.393
AT0000506,S001152,C00104,T00041,2025-04-27,Leave,Late Arrival,2026-08-08 12:40:14.393
AT0000507,S001832,C00148,T00199,2025-02-05,Present,,2026-08-08 12:40:14.393
AT0000508,S001746,C00087,T00108,2025-11-01,Present,,2026-08-08 12:40:14.393
AT0000509,S001827,C00142,T00030,2025-11-15,Present,,2026-08-08 12:40:14.393
AT0000510,S001157,C00030,T00118,2025-11-29,Present,,2026-08-08 12:40:14.393
AT0000511,S000401,C00107,T00060,2025-02-26,Present,,2026-08-08 12:40:14.393
AT0000512,S001895,C00054,T00130,2025-12-03,Absent,Absent Without Notice,2026-08-08 12:40:14.393
AT0000513,S000461,C00068,T00067,2025-10-14,Present,,2026-08-08 12:40:14.393
AT0000514,S001147,C00107,T00060,2025-06-24,Present,,2026-08-08 12:40:14.393
AT0000515,S000492,C00055,T00228,2025-11-21,Present,,2026-08-08 12:40:14.393
AT0000516,S001397,C00111,T00184,2025-04-09,Present,,2026-08-08 12:40:14.393
AT0000517,S001764,C00057,T00236,2025-12-22,Present,,2026-08-08 12:40:14.393
AT0000518,S001808,C00092,T00062,2025-08-25,Present,,2026-08-08 12:40:14.393
AT0000519,S001917,C00033,T00139,2025-06-17,Present,,2026-08-08 12:40:14.393
AT0000520,S000765,C00076,T00019,2025-02-19,Late,Medical Leave,2026-08-08 12:40:14.393
AT0000521,S001210,C00140,T00187,2025-12-09,Present,,2026-08-08 12:40:14.393
AT0000522,S001261,C00061,T00213,2025-08-14,Present,,2026-08-08 12:40:14.393
AT0000523,S001565,C00017,T00048,2025-01-13,Present,,2026-08-08 12:40:14.393
AT0000524,S000540,C00133,T00103,2025-02-21,Present,,2026-08-08 12:40:14.393
AT0000525,S000390,C00015,T00109,2025-05-21,Late,Late Arrival,2026-08-08 12:40:14.393
AT0000526,S001259,C00144,T00133,2025-07-25,Leave,Absent Without Notice,2026-08-08 12:40:14.393
AT0000527,S000773,C00125,T00073,2025-01-29,Leave,Absent Without Notice,2026-08-08 12:40:14.393
AT0000528,S001595,C00035,T00148,2025-04-05,Present,,2026-08-08 12:40:14.393
AT0000529,S001307,C00069,T00017,2025-01-07,Present,,2026-08-08 12:40:14.393
AT0000530,S000979,C00077,T00274,2025-02-09,Present,,2026-08-08 12:40:14.393
AT0000531,S001136,C00017,T00048,2025-05-13,Present,,2026-08-08 12:40:14.393
AT0000532,S001202,C00085,T00080,2025-04-25,Present,,2026-08-08 12:40:14.393
AT0000533,S000594,C00070,T00191,2025-10-03,Present,,2026-08-08 12:40:14.393
AT0000534,S001039,C00147,T00037,2025-09-16,Present,,2026-08-08 12:40:14.393
AT0000535,S000489,C00067,T00290,2025-05-31,Leave,Late Arrival,2026-08-08 12:40:14.393
AT0000536,S000259,C00031,T00063,2025-04-25,Present,,2026-08-08 12:40:14.393
AT0000537,S001349,C00061,T00213,2025-07-05,Present,,2026-08-08 12:40:14.393
AT0000538,S001913,C00089,T00208,2025-07-28,Present,,2026-08-08 12:40:14.393
AT0000539,S000454,C00144,T00133,2025-09-26,Present,,2026-08-08 12:40:14.393
AT0000540,S000332,C00038,T00086,2025-12-11,Present,,2026-08-08 12:40:14.393
AT0000541,S000266,C00044,T00201,2025-05-30,Present,,2026-08-08 12:40:14.393
AT0000542,S001840,C00099,T00092,2025-08-09,Present,,2026-08-08 12:40:14.393
AT0000543,S001284,C00043,T00121,2025-03-09,Leave,Late Arrival,2026-08-08 12:40:14.393
AT0000544,S001920,C00112,T00084,2025-01-24,Late,Medical Leave,2026-08-08 12:40:14.393
AT0000545,S001703,C00082,T00100,2025-08-07,Absent,Absent Without Notice,2026-08-08 12:40:14.393
AT0000546,S001450,C00096,T00167,2025-08-12,Present,,2026-08-08 12:40:14.393
AT0000547,S000648,C00024,T00043,2025-11-17,Absent,Absent Without Notice,2026-08-08 12:40:14.393
AT0000548,S000969,C00148,T00199,2025-02-15,Present,,2026-08-08 12:40:14.393
AT0000549,S000826,C00067,T00290,2025-09-09,Present,,2026-08-08 12:40:14.393
AT0000550,S000400,C00031,T00063,2025-08-26,Leave,,2026-08-08 12:40:14.393
AT0000551,S001373,C00099,T00092,2025-10-25,Present,,2026-08-08 12:40:14.393
AT0000552,S001824,C00087,T00108,2025-05-04,Present,,2026-08-08 12:40:14.393
AT0000553,S001017,C00032,T00030,2025-10-08,Absent,Late Arrival,2026-08-08 12:40:14.393
AT0000554,S000879,C00023,T00224,2025-02-08,Absent,,2026-08-08 12:40:14.393
AT0000555,S001077,C00139,T00176,2025-10-13,Present,,2026-08-08 12:40:14.393
AT0000556,S001938,C00034,T00188,2025-08-07,Leave,Absent Without Notice,2026-08-08 12:40:14.393
AT0000557,S000594,C00042,T00286,2025-05-24,Present,,2026-08-08 12:40:14.393
AT0000558,S000579,C00049,T00076,2025-02-06,Late,Late Arrival,2026-08-08 12:40:14.393
AT0000559,S000182,C00036,T00160,2025-03-16,Late,Late Arrival,2026-08-08 12:40:14.393
AT0000560,S000735,C00063,T00010,2025-09-27,Absent,Medical Leave,2026-08-08 12:40:14.393
AT0000561,S000178,C00116,T00080,2025-08-20,Leave,Absent Without Notice,2026-08-08 12:40:14.393
AT0000562,S001563,C00129,T00031,2025-01-11,Present,,2026-08-08 12:40:14.393
AT0000563,S001115,C00057,T00236,2025-10-22,Present,,2026-08-08 12:40:14.393
AT0000564,S000442,C00133,T00103,2025-07-31,Late,Late Arrival,2026-08-08 12:40:14.393
AT0000565,S000580,C00146,T00238,2025-08-09,Late,,2026-08-08 12:40:14.393
AT0000566,S000984,C00104,T00041,2025-02-05,Absent,Medical Leave,2026-08-08 12:40:14.393
AT0000567,S000618,C00018,T00221,2025-06-18,Present,,2026-08-08 12:40:14.393
AT0000568,S001515,C00077,T00274,2025-07-07,Present,,2026-08-08 12:40:14.393
AT0000569,S000461,C00067,T00290,2025-11-26,Absent,Late Arrival,2026-08-08 12:40:14.393
AT0000570,S001930,C00139,T00176,2025-10-19,Present,,2026-08-08 12:40:14.393
AT0000571,S000810,C00116,T00080,2025-09-27,Leave,Medical Leave,2026-08-08 12:40:14.393
AT0000572,S001823,C00017,T00048,2025-11-28,Present,,2026-08-08 12:40:14.393
